NAME,TYPE,SUBTYPE,CR,SOURCE,LINK
Ochre Jelly,Ooze,,2,MM,https://5e.tools/bestiary.html#ochre%20jelly_mm
Octopus,Beast,,0,MM,https://5e.tools/bestiary.html#octopus_mm
Ogre,Giant,,2,MM,https://5e.tools/bestiary.html#ogre_mm
Ogre Battering Ram,Giant,,4,MTF,https://5e.tools/bestiary.html#ogre%20battering%20ram_mtf
Ogre Bolt Launcher,Giant,,2,MTF,https://5e.tools/bestiary.html#ogre%20bolt%20launcher_mtf
Ogre Chain Brute,Giant,,3,MTF,https://5e.tools/bestiary.html#ogre%20chain%20brute_mtf
Ogre Goblin Hucker,Giant,,2,SKT,https://5e.tools/bestiary.html#ogre%20goblin%20hucker_skt
Ogre Howdah,Giant,,2,MTF,https://5e.tools/bestiary.html#ogre%20howdah_mtf
Ogre Lord Buhfal II,Giant,,2,EGW,https://5e.tools/bestiary.html#ogre%20lord%20buhfal%20ii_egw
Ogre Skeleton,Undead,,2,TftYP,https://5e.tools/bestiary.html#ogre%20skeleton_tftyp
Ogre Zombie,Undead,,2,MM,https://5e.tools/bestiary.html#ogre%20zombie_mm
Ogrémoch,Elemental,,20,PotA,https://5e.tools/bestiary.html#ogrémoch_pota
Oinoloth,Fiend,yugoloth,12,MTF,https://5e.tools/bestiary.html#oinoloth_mtf
Old Croaker,Beast,,1,EGW,https://5e.tools/bestiary.html#old%20croaker_egw
Old Troglodyte,Humanoid,troglodyte,1/8,WDMM,https://5e.tools/bestiary.html#old%20troglodyte_wdmm
Olhydra,Elemental,,18,PotA,https://5e.tools/bestiary.html#olhydra_pota
Omin Dran,Humanoid,half-elf,5,AI,https://5e.tools/bestiary.html#omin%20dran_ai
One-Eyed Shiver,Humanoid,human,3,PotA,https://5e.tools/bestiary.html#one-eyed%20shiver_pota
Oni,Giant,,7,MM,https://5e.tools/bestiary.html#oni_mm
Ontharr Frume,Humanoid,human,9,HotDQ,https://5e.tools/bestiary.html#ontharr%20frume_hotdq
Onyx,Beast,,0,OoW,https://5e.tools/bestiary.html#onyx_oow
Ooze Master,Undead,,10,TftYP,https://5e.tools/bestiary.html#ooze%20master_tftyp
Ooze-Folk,Ooze,,1/2,LLK,https://5e.tools/bestiary.html#ooze-folk_llk
Oracle,Humanoid,,4,MOT,https://5e.tools/bestiary.html#oracle_mot
Oracs the Enduring,Undead,,21,EGW,https://5e.tools/bestiary.html#oracs%20the%20enduring_egw
Orc,Humanoid,orc,1/2,MM,https://5e.tools/bestiary.html#orc_mm
Orc Blade of Ilneval,Humanoid,orc,4,VGM,https://5e.tools/bestiary.html#orc%20blade%20of%20ilneval_vgm
Orc Claw of Luthic,Humanoid,orc,2,VGM,https://5e.tools/bestiary.html#orc%20claw%20of%20luthic_vgm
Orc Commoner,Humanoid,orc,0,TftYP,https://5e.tools/bestiary.html#orc%20commoner_tftyp
Orc Eye of Gruumsh,Humanoid,orc,2,MM,https://5e.tools/bestiary.html#orc%20eye%20of%20gruumsh_mm
Orc Hand of Yurtrus,Humanoid,orc,2,VGM,https://5e.tools/bestiary.html#orc%20hand%20of%20yurtrus_vgm
Orc Nurtured One of Yurtrus,Humanoid,orc,1/2,VGM,https://5e.tools/bestiary.html#orc%20nurtured%20one%20of%20yurtrus_vgm
Orc Red Fang of Shargaas,Humanoid,orc,3,VGM,https://5e.tools/bestiary.html#orc%20red%20fang%20of%20shargaas_vgm
Orc War Chief,Humanoid,orc,4,MM,https://5e.tools/bestiary.html#orc%20war%20chief_mm
Orcus,Fiend,demon,26,MTF,https://5e.tools/bestiary.html#orcus_mtf
Oread,Fey,,4,MOT,https://5e.tools/bestiary.html#oread_mot
Oreioth,Humanoid,human,2,PotA,https://5e.tools/bestiary.html#oreioth_pota
Oren Yogilvy,Humanoid,strongheart halfling,0,SKT,https://5e.tools/bestiary.html#oren%20yogilvy_skt
Orlekto,Giant,,13,SKT,https://5e.tools/bestiary.html#orlekto_skt
Orog,Humanoid,orc,2,MM,https://5e.tools/bestiary.html#orog_mm
Orok,Humanoid,human,1/8,SKT,https://5e.tools/bestiary.html#orok_skt
Orond Gralhund,Humanoid,Tethyrian human,1/8,WDH,https://5e.tools/bestiary.html#orond%20gralhund_wdh
Orthon,Fiend,devil,10,MTF,https://5e.tools/bestiary.html#orthon_mtf
Ortimay Swift and Dark,Humanoid,gnome,2,ToA,https://5e.tools/bestiary.html#ortimay%20swift%20and%20dark_toa
Orvex Ocrammas,Humanoid,human,1,ToA,https://5e.tools/bestiary.html#orvex%20ocrammas_toa
Orzhov Giant,Giant,,6,GGR,https://5e.tools/bestiary.html#orzhov%20giant_ggr
Osvaldo Cassalanter,Fiend,devil,8,WDH,https://5e.tools/bestiary.html#osvaldo%20cassalanter_wdh
Othokent,Humanoid,lizardfolk,4,GoS,https://5e.tools/bestiary.html#othokent_gos
Othovir,Humanoid,Illuskan human,0,SKT,https://5e.tools/bestiary.html#othovir_skt
Ott Steeltoes,Humanoid,dwarf,1/8,WDH,https://5e.tools/bestiary.html#ott%20steeltoes_wdh
Otto,Dragon,,3,WDMM,https://5e.tools/bestiary.html#otto_wdmm
Otto Belview,Humanoid,mongrelfolk,1/4,CoS,https://5e.tools/bestiary.html#otto%20belview_cos
Otyugh,Aberration,,5,MM,https://5e.tools/bestiary.html#otyugh_mm
Ougalop,Humanoid,kuo-toa,1/4,OotA,https://5e.tools/bestiary.html#ougalop_oota
Oussa,Monstrosity,"shapechanger, yuan-ti",3,TftYP,https://5e.tools/bestiary.html#oussa_tftyp
Owl,Beast,,0,MM,https://5e.tools/bestiary.html#owl_mm
Owlbear,Monstrosity,,3,MM,https://5e.tools/bestiary.html#owlbear_mm
Ox,Beast,,1/4,VGM,https://5e.tools/bestiary.html#ox_vgm
Padraich,Humanoid,human,2,PotA,https://5e.tools/bestiary.html#padraich_pota
Panopticus Wizard,Humanoid,dwarf,1/4,WDH,https://5e.tools/bestiary.html#panopticus%20wizard_wdh
Panther,Beast,,1/4,MM,https://5e.tools/bestiary.html#panther_mm
Paper Whirlwind,Swarm of tiny constructs,,1/4,RoT,https://5e.tools/bestiary.html#paper%20whirlwind_rot
Parasite-infested Behir,Undead,,11,CM,https://5e.tools/bestiary.html#parasite-infested%20behir_cm
Parriwimple,Humanoid,human,5,CoS,https://5e.tools/bestiary.html#parriwimple_cos
Parson Pellinost,Humanoid,any race,2,EGW,https://5e.tools/bestiary.html#parson%20pellinost_egw
Patrina Velikovna,Humanoid,dusk elf,12,CoS,https://5e.tools/bestiary.html#patrina%20velikovna_cos
Peacock,Beast,,0,BGDIA,https://5e.tools/bestiary.html#peacock_bgdia
Peebles,Humanoid,gnome,1,OotA,https://5e.tools/bestiary.html#peebles_oota
Pegasus,Celestial,,2,MM,https://5e.tools/bestiary.html#pegasus_mm
Pendragon Beestinger,Humanoid,human,2,AI,https://5e.tools/bestiary.html#pendragon%20beestinger_ai
Pentadrone,Construct,,2,MM,https://5e.tools/bestiary.html#pentadrone_mm
Peryton,Monstrosity,,2,MM,https://5e.tools/bestiary.html#peryton_mm
Phaia,Humanoid,human,9,TftYP,https://5e.tools/bestiary.html#phaia_tftyp
Phantom Warrior,Undead,,3,CoS,https://5e.tools/bestiary.html#phantom%20warrior_cos
Pharblex Spattergoo,Humanoid,bullywug,3,HotDQ,https://5e.tools/bestiary.html#pharblex%20spattergoo_hotdq
Phase Spider,Monstrosity,,3,MM,https://5e.tools/bestiary.html#phase%20spider_mm
Phoenix,Elemental,,16,MTF,https://5e.tools/bestiary.html#phoenix_mtf
Phoenix Anvil,Humanoid,human,2,AI,https://5e.tools/bestiary.html#phoenix%20anvil_ai
Phylaskia,Undead,,9,MOT,https://5e.tools/bestiary.html#phylaskia_mot
Piccolo,Beast,,0,CoS,https://5e.tools/bestiary.html#piccolo_cos
Pidlwick II,Construct,,1/4,CoS,https://5e.tools/bestiary.html#pidlwick%20ii_cos
Piercer,Monstrosity,,1/2,MM,https://5e.tools/bestiary.html#piercer_mm
Pig,Beast,,0,SKT,https://5e.tools/bestiary.html#pig_skt
Piggy Wiggle Butt,Construct,,1/2,RMBRE,https://5e.tools/bestiary.html#piggy%20wiggle%20butt_rmbre
Pirate Bosun,Humanoid,any race,1/2,GoS,https://5e.tools/bestiary.html#pirate%20bosun_gos
Pirate Captain,Humanoid,any race,2,GoS,https://5e.tools/bestiary.html#pirate%20captain_gos
Pirate Deck Wizard,Humanoid,any race,1,GoS,https://5e.tools/bestiary.html#pirate%20deck%20wizard_gos
Pirate First Mate,Humanoid,any race,1,GoS,https://5e.tools/bestiary.html#pirate%20first%20mate_gos
Pit Fiend,Fiend,devil,20,MM,https://5e.tools/bestiary.html#pit%20fiend_mm
Pixie,Fey,,1/4,MM,https://5e.tools/bestiary.html#pixie_mm
Planetar,Celestial,,16,MM,https://5e.tools/bestiary.html#planetar_mm
Play-by-Play Generator,Construct,,1,WDMM,https://5e.tools/bestiary.html#play-by-play%20generator_wdmm
Plesiosaurus,Beast,,2,MM,https://5e.tools/bestiary.html#plesiosaurus_mm
Podling,Plant,,1/2,VRGR,https://5e.tools/bestiary.html#podling_vrgr
Poison Weird,Elemental,,4,WDMM,https://5e.tools/bestiary.html#poison%20weird_wdmm
Poisonous Snake,Beast,,1/8,MM,https://5e.tools/bestiary.html#poisonous%20snake_mm
Polar Bear,Beast,,2,MM,https://5e.tools/bestiary.html#polar%20bear_mm
Poltergeist,Undead,,2,MM,https://5e.tools/bestiary.html#poltergeist_mm
Polukranos,Monstrosity,,19,MOT,https://5e.tools/bestiary.html#polukranos_mot
Pony,Beast,,1/8,MM,https://5e.tools/bestiary.html#pony_mm
Portentia Dran,Monstrosity,shapechanger,3,AI,https://5e.tools/bestiary.html#portentia%20dran_ai
Portia Dzuth,Humanoid,any race,9,WDMM,https://5e.tools/bestiary.html#portia%20dzuth_wdmm
Pow Ming,Humanoid,human,6,SKT,https://5e.tools/bestiary.html#pow%20ming_skt
Precognitive Mage,Humanoid,any race,3,GGR,https://5e.tools/bestiary.html#precognitive%20mage_ggr
Preeta Kreepa,Humanoid,human,6,WDMM,https://5e.tools/bestiary.html#preeta%20kreepa_wdmm
Priest,Humanoid,any race,2,MM,https://5e.tools/bestiary.html#priest_mm
Priest of Osybus,Humanoid,,6,VRGR,https://5e.tools/bestiary.html#priest%20of%20osybus_vrgr
Prince Derendil,Humanoid,quaggoth,2,OotA,https://5e.tools/bestiary.html#prince%20derendil_oota
Princeps Kovik,Fiend,devil,8,BGDIA,https://5e.tools/bestiary.html#princeps%20kovik_bgdia
Princess Ebonmire,Ooze,,4,OotA,https://5e.tools/bestiary.html#princess%20ebonmire_oota
Prisoner 237,Humanoid,human,1,IDRotF,https://5e.tools/bestiary.html#prisoner%20237_idrotf
Prophetess Dran,Humanoid,elf,2,AI,https://5e.tools/bestiary.html#prophetess%20dran_ai
Pseudodragon,Dragon,,1/4,MM,https://5e.tools/bestiary.html#pseudodragon_mm
Pterafolk,Monstrosity,,1,ToA,https://5e.tools/bestiary.html#pterafolk_toa
Pteranodon,Beast,,1/4,MM,https://5e.tools/bestiary.html#pteranodon_mm
Purple Worm,Monstrosity,,15,MM,https://5e.tools/bestiary.html#purple%20worm_mm
Purple Wormling,Monstrosity,,2,SKT,https://5e.tools/bestiary.html#purple%20wormling_skt
Qawasha,Humanoid,human,2,ToA,https://5e.tools/bestiary.html#qawasha_toa
Quadrone,Construct,,1,MM,https://5e.tools/bestiary.html#quadrone_mm
Quaggoth,Humanoid,quaggoth,2,MM,https://5e.tools/bestiary.html#quaggoth_mm
Quaggoth Spore Servant,Plant,,1,MM,https://5e.tools/bestiary.html#quaggoth%20spore%20servant_mm
Quaggoth Thonot,Humanoid,quaggoth,3,MM,https://5e.tools/bestiary.html#quaggoth%20thonot_mm
Quasit,Fiend,demon,1,MM,https://5e.tools/bestiary.html#quasit_mm
Quetzalcoatlus,Beast,,2,VGM,https://5e.tools/bestiary.html#quetzalcoatlus_vgm
Quickling,Fey,,1,VGM,https://5e.tools/bestiary.html#quickling_vgm
Quipper,Beast,,0,MM,https://5e.tools/bestiary.html#quipper_mm
Rabbithead,Humanoid,human,0,WDMM,https://5e.tools/bestiary.html#rabbithead_wdmm
Radiant Idol,Celestial,,11,ERLW,https://5e.tools/bestiary.html#radiant%20idol_erlw
Raegrin Mau,Humanoid,elf,1/8,EGW,https://5e.tools/bestiary.html#raegrin%20mau_egw
Raggadragga,Humanoid,"human, shapechanger",4,BGDIA,https://5e.tools/bestiary.html#raggadragga_bgdia
Raggnar Redtooth,Humanoid,any race,3,HotDQ,https://5e.tools/bestiary.html#raggnar%20redtooth_hotdq
Rahadin,Humanoid,elf,10,CoS,https://5e.tools/bestiary.html#rahadin_cos
Rak Tulkhesh,Fiend,,28,ERLW,https://5e.tools/bestiary.html#rak%20tulkhesh_erlw
Rakdos,Fiend,demon,24,GGR,https://5e.tools/bestiary.html#rakdos_ggr
Rakdos Lampooner,Humanoid,any race,2,GGR,https://5e.tools/bestiary.html#rakdos%20lampooner_ggr
"Rakdos Performer, Blade Juggler",Humanoid,any race,1,GGR,https://5e.tools/bestiary.html#rakdos%20performer%2c%20blade%20juggler_ggr
"Rakdos Performer, Fire Eater",Humanoid,any race,1,GGR,https://5e.tools/bestiary.html#rakdos%20performer%2c%20fire%20eater_ggr
"Rakdos Performer, High-Wire Acrobat",Humanoid,any race,1,GGR,https://5e.tools/bestiary.html#rakdos%20performer%2c%20high-wire%20acrobat_ggr
Rakshasa,Fiend,,13,MM,https://5e.tools/bestiary.html#rakshasa_mm
Ram Sugar,Humanoid,dragonborn,2,CM,https://5e.tools/bestiary.html#ram%20sugar_cm
Ras Nsi,Monstrosity,"shapechanger, yuan-ti",7,ToA,https://5e.tools/bestiary.html#ras%20nsi_toa
Rat,Beast,,0,MM,https://5e.tools/bestiary.html#rat_mm
Rath Modar,Humanoid,human,6,HotDQ,https://5e.tools/bestiary.html#rath%20modar_hotdq
Raven,Beast,,0,MM,https://5e.tools/bestiary.html#raven_mm
Razerblast,Humanoid,human,5,PotA,https://5e.tools/bestiary.html#razerblast_pota
Reaper of Bhaal,Humanoid,human,2,BGDIA,https://5e.tools/bestiary.html#reaper%20of%20bhaal_bgdia
Reckoner,Humanoid,any race,4,GGR,https://5e.tools/bestiary.html#reckoner_ggr
Red Abishai,Fiend,devil,19,MTF,https://5e.tools/bestiary.html#red%20abishai_mtf
Red Dragon Wyrmling,Dragon,,4,MM,https://5e.tools/bestiary.html#red%20dragon%20wyrmling_mm
Red Guard Drake,Dragon,,2,VGM,https://5e.tools/bestiary.html#red%20guard%20drake_vgm
Red Slaad,Aberration,,5,MM,https://5e.tools/bestiary.html#red%20slaad_mm
Red Wizard,Humanoid,any race,6,RoT,https://5e.tools/bestiary.html#red%20wizard_rot
Redbrand Ruffian,Humanoid,human,1/2,LMoP,https://5e.tools/bestiary.html#redbrand%20ruffian_lmop
Redcap,Fey,,3,VGM,https://5e.tools/bestiary.html#redcap_vgm
Reduced-Threat Aboleth,Aberration,,10,TftYP,https://5e.tools/bestiary.html#reduced-threat%20aboleth_tftyp
Reduced-Threat Basilisk,Monstrosity,,3,TftYP,https://5e.tools/bestiary.html#reduced-threat%20basilisk_tftyp
Reduced-Threat Behir,Monstrosity,,11,TftYP,https://5e.tools/bestiary.html#reduced-threat%20behir_tftyp
Reduced-Threat Beholder,Aberration,,13,TftYP,https://5e.tools/bestiary.html#reduced-threat%20beholder_tftyp
Reduced-Threat Black Pudding,Ooze,,4,TftYP,https://5e.tools/bestiary.html#reduced-threat%20black%20pudding_tftyp
Reduced-Threat Carrion Crawler,Monstrosity,,2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20carrion%20crawler_tftyp
Reduced-Threat Clay Golem,Construct,,9,TftYP,https://5e.tools/bestiary.html#reduced-threat%20clay%20golem_tftyp
Reduced-Threat Darkmantle,Monstrosity,,1/2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20darkmantle_tftyp
Reduced-Threat Displacer Beast,Monstrosity,,3,TftYP,https://5e.tools/bestiary.html#reduced-threat%20displacer%20beast_tftyp
Reduced-Threat Dragon Turtle,Dragon,,17,TftYP,https://5e.tools/bestiary.html#reduced-threat%20dragon%20turtle_tftyp
Reduced-Threat Ettercap,Monstrosity,,2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20ettercap_tftyp
Reduced-Threat Flesh Golem,Construct,,5,TftYP,https://5e.tools/bestiary.html#reduced-threat%20flesh%20golem_tftyp
Reduced-Threat Glabrezu,Fiend,demon,9,TftYP,https://5e.tools/bestiary.html#reduced-threat%20glabrezu_tftyp
Reduced-Threat Gray Ooze,Ooze,,1/2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20gray%20ooze_tftyp
Reduced-Threat Helmed Horror,Construct,,4,TftYP,https://5e.tools/bestiary.html#reduced-threat%20helmed%20horror_tftyp
Reduced-Threat Hezrou,Fiend,demon,8,TftYP,https://5e.tools/bestiary.html#reduced-threat%20hezrou_tftyp
Reduced-Threat Hook Horror,Monstrosity,,3,TftYP,https://5e.tools/bestiary.html#reduced-threat%20hook%20horror_tftyp
Reduced-Threat Ochre Jelly,Ooze,,2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20ochre%20jelly_tftyp
Reduced-Threat Otyugh,Aberration,,5,TftYP,https://5e.tools/bestiary.html#reduced-threat%20otyugh_tftyp
Reduced-Threat Owlbear,Monstrosity,,3,TftYP,https://5e.tools/bestiary.html#reduced-threat%20owlbear_tftyp
Reduced-Threat Peryton,Monstrosity,,2,TftYP,https://5e.tools/bestiary.html#reduced-threat%20peryton_tftyp
Reduced-Threat Remorhaz,Monstrosity,,11,TftYP,https://5e.tools/bestiary.html#reduced-threat%20remorhaz_tftyp
Reduced-Threat Stone Golem,Construct,,10,TftYP,https://5e.tools/bestiary.html#reduced-threat%20stone%20golem_tftyp
Reduced-Threat Vrock,Fiend,demon,6,TftYP,https://5e.tools/bestiary.html#reduced-threat%20vrock_tftyp
Reduced-Threat Wight,Undead,,3,TftYP,https://5e.tools/bestiary.html#reduced-threat%20wight_tftyp
Reduced-Threat Wyvern,Dragon,,6,TftYP,https://5e.tools/bestiary.html#reduced-threat%20wyvern_tftyp
Reef Shark,Beast,,1/2,MM,https://5e.tools/bestiary.html#reef%20shark_mm
Reflection,Fey,,1/2,TCE,https://5e.tools/bestiary.html#reflection_tce
Regenerating Black Pudding,Ooze,,5,OotA,https://5e.tools/bestiary.html#regenerating%20black%20pudding_oota
Reghed Chieftain,Humanoid,any race,5,IDRotF,https://5e.tools/bestiary.html#reghed%20chieftain_idrotf
Reghed Great Warrior,Humanoid,any race,5,IDRotF,https://5e.tools/bestiary.html#reghed%20great%20warrior_idrotf
Reghed Shaman,Humanoid,any race,2,IDRotF,https://5e.tools/bestiary.html#reghed%20shaman_idrotf
Reghed Warrior,Humanoid,any race,1/8,IDRotF,https://5e.tools/bestiary.html#reghed%20warrior_idrotf
Reindeer,Beast,,1/4,IDRotF,https://5e.tools/bestiary.html#reindeer_idrotf
Relentless Juggernaut,Fiend,,12,VRGR,https://5e.tools/bestiary.html#relentless%20juggernaut_vrgr
Relentless Slasher,Fiend,,8,VRGR,https://5e.tools/bestiary.html#relentless%20slasher_vrgr
Remallia Haventree,Humanoid,elf,9,WDH,https://5e.tools/bestiary.html#remallia%20haventree_wdh
Remorhaz,Monstrosity,,11,MM,https://5e.tools/bestiary.html#remorhaz_mm
Renaer Neverember,Humanoid,Illuskan human,3,WDH,https://5e.tools/bestiary.html#renaer%20neverember_wdh
Renwick,Undead,,21,PotA,https://5e.tools/bestiary.html#renwick_pota
Replica Duodrone,Construct,,1/4,OoW,https://5e.tools/bestiary.html#replica%20duodrone_oow
Replica Monodrone,Construct,,1/8,OoW,https://5e.tools/bestiary.html#replica%20monodrone_oow
Replica Pentadrone,Construct,,2,OoW,https://5e.tools/bestiary.html#replica%20pentadrone_oow
Replica Quadrone,Construct,,1,OoW,https://5e.tools/bestiary.html#replica%20quadrone_oow
Replica Tridrone,Construct,,1/2,OoW,https://5e.tools/bestiary.html#replica%20tridrone_oow
Retriever,Construct,,14,MTF,https://5e.tools/bestiary.html#retriever_mtf
Returned Drifter,Undead,,1/4,MOT,https://5e.tools/bestiary.html#returned%20drifter_mot
Returned Kakomantis,Undead,,4,MOT,https://5e.tools/bestiary.html#returned%20kakomantis_mot
Returned Palamnite,Undead,,4,MOT,https://5e.tools/bestiary.html#returned%20palamnite_mot
Returned Sentry,Undead,,1,MOT,https://5e.tools/bestiary.html#returned%20sentry_mot
Revenant,Undead,,5,MM,https://5e.tools/bestiary.html#revenant_mm
Rezmir,Humanoid,half-black dragon,7,HotDQ,https://5e.tools/bestiary.html#rezmir_hotdq
Rhinoceros,Beast,,2,MM,https://5e.tools/bestiary.html#rhinoceros_mm
Rhundorth,Humanoid,any race,1/8,PotA,https://5e.tools/bestiary.html#rhundorth_pota
Rictavio,Humanoid,human,5,CoS,https://5e.tools/bestiary.html#rictavio_cos
Riding Horse,Beast,,1/4,MM,https://5e.tools/bestiary.html#riding%20horse_mm
Rilsa Rael,Humanoid,human,3,BGDIA,https://5e.tools/bestiary.html#rilsa%20rael_bgdia
Rip Tide Priest,Humanoid,human,2,GoS,https://5e.tools/bestiary.html#rip%20tide%20priest_gos
Rishaal the Page-Turner,Humanoid,dragonborn,6,WDH,https://5e.tools/bestiary.html#rishaal%20the%20page-turner_wdh
River Mist,Humanoid,tabaxi,1,ToA,https://5e.tools/bestiary.html#river%20mist_toa
River Serpent,Beast,,2,PSA,https://5e.tools/bestiary.html#river%20serpent_psa
Roc,Monstrosity,,11,MM,https://5e.tools/bestiary.html#roc_mm
Rock Gnome Recluse,Humanoid,gnome,1/4,DIP,https://5e.tools/bestiary.html#rock%20gnome%20recluse_dip
Ront,Humanoid,orc,1/2,OotA,https://5e.tools/bestiary.html#ront_oota
Rool,Humanoid,half-orc,8,SKT,https://5e.tools/bestiary.html#rool_skt
Roper,Monstrosity,,5,MM,https://5e.tools/bestiary.html#roper_mm
"Rosavalda ""Rose"" Durst",Undead,,3,CoS,"https://5e.tools/bestiary.html#rosavalda%20""rose""%20durst_cos"
Rosie Beestinger,Humanoid,halfling,3,AI,https://5e.tools/bestiary.html#rosie%20beestinger_ai
Rot Troll,Giant,,9,MTF,https://5e.tools/bestiary.html#rot%20troll_mtf
Rothé,Beast,,1/4,VGM,https://5e.tools/bestiary.html#rothé_vgm
Rowboat Mimic,Monstrosity,shapechanger,2,WDMM,https://5e.tools/bestiary.html#rowboat%20mimic_wdmm
Rubblebelt Stalker,Humanoid,any race,1/2,GGR,https://5e.tools/bestiary.html#rubblebelt%20stalker_ggr
Rug of Smothering,Construct,,2,MM,https://5e.tools/bestiary.html#rug%20of%20smothering_mm
Rumpadump,Plant,,0,OotA,https://5e.tools/bestiary.html#rumpadump_oota
Runed Behir,Monstrosity,,11,WDMM,https://5e.tools/bestiary.html#runed%20behir_wdmm
Rust Monster,Monstrosity,,1/2,MM,https://5e.tools/bestiary.html#rust%20monster_mm
Rutterkin,Fiend,demon,2,MTF,https://5e.tools/bestiary.html#rutterkin_mtf
Rystia Zav,Humanoid,human,1,OotA,https://5e.tools/bestiary.html#rystia%20zav_oota
Saber-Toothed Tiger,Beast,,2,MM,https://5e.tools/bestiary.html#saber-toothed%20tiger_mm
Sacred Statue,Construct,,—,MTF,https://5e.tools/bestiary.html#sacred%20statue_mtf
Sacred Stone Monk,Humanoid,human,1/2,PotA,https://5e.tools/bestiary.html#sacred%20stone%20monk_pota
Saeth Cromley,Humanoid,Illuskan human,3,WDH,https://5e.tools/bestiary.html#saeth%20cromley_wdh
Sage,Humanoid,any race,1/2,CM,https://5e.tools/bestiary.html#sage_cm
Sahuagin,Humanoid,sahuagin,1/2,MM,https://5e.tools/bestiary.html#sahuagin_mm
Sahuagin Baron,Humanoid,sahuagin,5,MM,https://5e.tools/bestiary.html#sahuagin%20baron_mm
Sahuagin Blademaster,Humanoid,sahuagin,6,GoS,https://5e.tools/bestiary.html#sahuagin%20blademaster_gos
Sahuagin Champion,Humanoid,sahuagin,3,GoS,https://5e.tools/bestiary.html#sahuagin%20champion_gos
Sahuagin Coral Smasher,Humanoid,sahuagin,1,GoS,https://5e.tools/bestiary.html#sahuagin%20coral%20smasher_gos
Sahuagin Deep Diver,Humanoid,sahuagin,4,GoS,https://5e.tools/bestiary.html#sahuagin%20deep%20diver_gos
Sahuagin Hatchling Swarm,Swarm of tiny beasts,,3,GoS,https://5e.tools/bestiary.html#sahuagin%20hatchling%20swarm_gos
Sahuagin High Priestess,Humanoid,sahuagin,5,GoS,https://5e.tools/bestiary.html#sahuagin%20high%20priestess_gos
Sahuagin Priestess,Humanoid,sahuagin,2,MM,https://5e.tools/bestiary.html#sahuagin%20priestess_mm
Sahuagin Warlock of Uk'otoa,Humanoid,sahuagin,3,EGW,https://5e.tools/bestiary.html#sahuagin%20warlock%20of%20uk'otoa_egw
Sahuagin Wave Shaper,Humanoid,sahuagin,5,GoS,https://5e.tools/bestiary.html#sahuagin%20wave%20shaper_gos
Salamander,Elemental,,5,MM,https://5e.tools/bestiary.html#salamander_mm
Salida,Humanoid,yuan-ti,1,ToA,https://5e.tools/bestiary.html#salida_toa
Samara Strongbones,Humanoid,halfling,1,WDH,https://5e.tools/bestiary.html#samara%20strongbones_wdh
