NAME,TYPE,WEIGHT,ATTUNEMENT,RARITY,SOURCE,LINK
Orb of Shielding (Kythrian Skarn),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(kythrian%20skarn)_erlw
Orb of Shielding (Lamannian Flint),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(lamannian%20flint)_erlw
Orb of Shielding (Mabaran Obsidian),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(mabaran%20obsidian)_erlw
Orb of Shielding (Risian Shale),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(risian%20shale)_erlw
Orb of Shielding (Shavarran Chert),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(shavarran%20chert)_erlw
Orb of Shielding (Xorian Marble),"Wondrous Item, Generic Variant",—,Y,Common,ERLW,https://5e.tools/items.html#orb%20of%20shielding%20(xorian%20marble)_erlw
Orb of the Stein Rune,Wondrous Item,3 lb.,Y,Rare,SKT,https://5e.tools/items.html#orb%20of%20the%20stein%20rune_skt
Orb of the Stein Rune,Master Rune,—,Y,Rare,UAPCRM,https://5e.tools/items.html#orb%20of%20the%20stein%20rune_uapcrm
Orb of the Veil,Wondrous Item,3 lb.,Y,Very Rare,EGW,https://5e.tools/items.html#orb%20of%20the%20veil_egw
Orb of Time,Wondrous Item,3 lb.,N,Common,XGE,https://5e.tools/items.html#orb%20of%20time_xge
Orc Stone,Wondrous Item,—,Y,Uncommon,IDRotF,https://5e.tools/items.html#orc%20stone_idrotf
Orcsplitter,"Martial Weapon, Melee Weapon",7 lb.,Y,Legendary,PotA,https://5e.tools/items.html#orcsplitter_pota
Order of the Silver Dragon +2 Shield,Shield,6 lb.,N,Rare,CoS,https://5e.tools/items.html#order%20of%20the%20silver%20dragon%20%2b2%20shield_cos
Orrery of the Wanderer,Wondrous Item,—,Y,Artifact,AI,https://5e.tools/items.html#orrery%20of%20the%20wanderer_ai
Orzhov Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#orzhov%20guild%20signet_ggr
Orzhov Keyrune,Wondrous Item,—,Y,Rare,GGR,https://5e.tools/items.html#orzhov%20keyrune_ggr
Outer Essence Shard,Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#outer%20essence%20shard_tce
Outer Essence Shard (Chaotic),Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#outer%20essence%20shard%20(chaotic)_tce
Outer Essence Shard (Evil),Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#outer%20essence%20shard%20(evil)_tce
Outer Essence Shard (Good),Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#outer%20essence%20shard%20(good)_tce
Outer Essence Shard (Lawful),Wondrous Item,1 lb.,Y,Rare,TCE,https://5e.tools/items.html#outer%20essence%20shard%20(lawful)_tce
Padded Armor of Acid Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20acid%20resistance_dmg
Padded Armor of Cold Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20cold%20resistance_dmg
Padded Armor of Fire Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20fire%20resistance_dmg
Padded Armor of Force Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20force%20resistance_dmg
Padded Armor of Gleaming,Light Armor,8 lb.,N,Common,XGE,https://5e.tools/items.html#padded%20armor%20of%20gleaming_xge
Padded Armor of Lightning Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20lightning%20resistance_dmg
Padded Armor of Necrotic Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20necrotic%20resistance_dmg
Padded Armor of Poison Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20poison%20resistance_dmg
Padded Armor of Psychic Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20psychic%20resistance_dmg
Padded Armor of Radiant Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20radiant%20resistance_dmg
Padded Armor of Thunder Resistance,Light Armor,8 lb.,Y,Rare,DMG,https://5e.tools/items.html#padded%20armor%20of%20thunder%20resistance_dmg
Paper Bird,Wondrous Item,—,N,Uncommon,WDH,https://5e.tools/items.html#paper%20bird_wdh
Pariah's Shield,Shield,6 lb.,Y,Rare,GGR,https://5e.tools/items.html#pariah's%20shield_ggr
Pearl of Power,Wondrous Item,—,Y,Uncommon,DMG,https://5e.tools/items.html#pearl%20of%20power_dmg
Pennant of the Vind Rune,Wondrous Item,—,Y,Very Rare,SKT,https://5e.tools/items.html#pennant%20of%20the%20vind%20rune_skt
Pennant of the Vind Rune,Master Rune,—,Y,Rare,UAPCRM,https://5e.tools/items.html#pennant%20of%20the%20vind%20rune_uapcrm
Peregrine Mask,Wondrous Item,—,Y,Very Rare,GGR,https://5e.tools/items.html#peregrine%20mask_ggr
Perfume of Bewitching,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#perfume%20of%20bewitching_xge
Periapt of Health,Wondrous Item,1 lb.,N,Uncommon,DMG,https://5e.tools/items.html#periapt%20of%20health_dmg
Periapt of Proof against Poison,Wondrous Item,1 lb.,N,Rare,DMG,https://5e.tools/items.html#periapt%20of%20proof%20against%20poison_dmg
Periapt of Wound Closure,Wondrous Item,1 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#periapt%20of%20wound%20closure_dmg
Philter of Love,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#philter%20of%20love_dmg
Piercer,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,AI,https://5e.tools/items.html#piercer_ai
Pike of Certain Death,"Martial Weapon, Melee Weapon",18 lb.,N,Rare,EGW,https://5e.tools/items.html#pike%20of%20certain%20death_egw
Pike of Warning,"Martial Weapon, Melee Weapon",18 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#pike%20of%20warning_dmg
Pipe of Remembrance,Wondrous Item,—,N,Common,GoS,https://5e.tools/items.html#pipe%20of%20remembrance_gos
Pipe of Smoke Monsters,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#pipe%20of%20smoke%20monsters_xge
Pipes of Haunting,"Wondrous Item, Instrument",2 lb.,N,Uncommon,DMG,https://5e.tools/items.html#pipes%20of%20haunting_dmg
Pipes of the Sewers,"Wondrous Item, Instrument",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#pipes%20of%20the%20sewers_dmg
Pistol of Certain Death,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#pistol%20of%20certain%20death_egw
Pistol of Warning,"Firearm, Renaissance, Martial Weapon, Ranged Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#pistol%20of%20warning_dmg
Piwafwi (Cloak of Elvenkind),Wondrous Item,—,Y,Uncommon,OotA,https://5e.tools/items.html#piwafwi%20(cloak%20of%20elvenkind)_oota
Piwafwi of Fire Resistance,Wondrous Item,—,Y,Rare,OotA,https://5e.tools/items.html#piwafwi%20of%20fire%20resistance_oota
Planecaller's Codex,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#planecaller's%20codex_tce
Plate Armor of Acid Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20acid%20resistance_dmg
Plate Armor of Cold Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20cold%20resistance_dmg
Plate Armor of Etherealness,Heavy Armor,65 lb.,Y,Legendary,DMG,https://5e.tools/items.html#plate%20armor%20of%20etherealness_dmg
Plate Armor of Fire Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20fire%20resistance_dmg
Plate Armor of Force Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20force%20resistance_dmg
Plate Armor of Gleaming,Heavy Armor,65 lb.,N,Common,XGE,https://5e.tools/items.html#plate%20armor%20of%20gleaming_xge
Plate Armor of Lightning Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20lightning%20resistance_dmg
Plate Armor of Necrotic Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20necrotic%20resistance_dmg
Plate Armor of Poison Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20poison%20resistance_dmg
Plate Armor of Psychic Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20psychic%20resistance_dmg
Plate Armor of Radiant Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20radiant%20resistance_dmg
Plate Armor of Thunder Resistance,Heavy Armor,65 lb.,Y,Rare,DMG,https://5e.tools/items.html#plate%20armor%20of%20thunder%20resistance_dmg
Poison Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#poison%20absorbing%20tattoo_tce
Pole of Angling,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#pole%20of%20angling_xge
Pole of Collapsing,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#pole%20of%20collapsing_xge
Polymorph Blade,Generic Variant,—,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade_llk
Polymorph Blade Double-Bladed Scimitar,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20double-bladed%20scimitar_llk
Polymorph Blade Greatsword,"Martial Weapon, Melee Weapon",6 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20greatsword_llk
Polymorph Blade Longsword,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20longsword_llk
Polymorph Blade Rapier,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20rapier_llk
Polymorph Blade Scimitar,"Martial Weapon, Melee Weapon",3 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20scimitar_llk
Polymorph Blade Shortsword,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#polymorph%20blade%20shortsword_llk
Portable Hole,Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#portable%20hole_dmg
Pot of Awakening,Wondrous Item,—,N,Common,XGE,https://5e.tools/items.html#pot%20of%20awakening_xge
Potion of Acid Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20acid%20resistance_dmg
Potion of Animal Friendship,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20animal%20friendship_dmg
Potion of Aqueous Form,Potion,—,N,Rare,MOT,https://5e.tools/items.html#potion%20of%20aqueous%20form_mot
Potion of Clairvoyance,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20clairvoyance_dmg
Potion of Climbing,Potion,—,N,Common,DMG,https://5e.tools/items.html#potion%20of%20climbing_dmg
Potion of Cloud Giant Strength,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20cloud%20giant%20strength_dmg
Potion of Cold Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20cold%20resistance_dmg
Potion of Comprehension,Potion,—,N,Common,WDMM,https://5e.tools/items.html#potion%20of%20comprehension_wdmm
Potion of Diminution,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20diminution_dmg
Potion of Fire Breath,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20fire%20breath_dmg
Potion of Fire Giant Strength,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20fire%20giant%20strength_dmg
Potion of Fire Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20fire%20resistance_dmg
Potion of Flying,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20flying_dmg
Potion of Force Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20force%20resistance_dmg
Potion of Frost Giant Strength,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20frost%20giant%20strength_dmg
Potion of Gaseous Form,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20gaseous%20form_dmg
Potion of Giant Size,Potion,—,N,Legendary,SKT,https://5e.tools/items.html#potion%20of%20giant%20size_skt
Potion of Greater Healing,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20greater%20healing_dmg
Potion of Growth,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20growth_dmg
Potion of Healing,Potion,½ lb.,N,Common,DMG,https://5e.tools/items.html#potion%20of%20healing_dmg
Potion of Heroism,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20heroism_dmg
Potion of Hill Giant Strength,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20hill%20giant%20strength_dmg
Potion of Invisibility,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20invisibility_dmg
Potion of Invulnerability,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20invulnerability_dmg
Potion of Lightning Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20lightning%20resistance_dmg
Potion of Longevity,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20longevity_dmg
Potion of Maximum Power,Potion,—,N,Rare,EGW,https://5e.tools/items.html#potion%20of%20maximum%20power_egw
Potion of Mind Control (beast),Potion,—,N,Rare,TftYP,https://5e.tools/items.html#potion%20of%20mind%20control%20(beast)_tftyp
Potion of Mind Control (humanoid),Potion,—,N,Rare,TftYP,https://5e.tools/items.html#potion%20of%20mind%20control%20(humanoid)_tftyp
Potion of Mind Control (monster),Potion,—,N,Very Rare,TftYP,https://5e.tools/items.html#potion%20of%20mind%20control%20(monster)_tftyp
Potion of Mind Reading,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20mind%20reading_dmg
Potion of Necrotic Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20necrotic%20resistance_dmg
Potion of Poison,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20poison_dmg
Potion of Poison Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20poison%20resistance_dmg
Potion of Possibility,Potion,—,N,Very Rare,EGW,https://5e.tools/items.html#potion%20of%20possibility_egw
Potion of Psychic Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20psychic%20resistance_dmg
Potion of Radiant Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20radiant%20resistance_dmg
Potion of Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20resistance_dmg
Potion of Speed,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20speed_dmg
Potion of Stone Giant Strength,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20stone%20giant%20strength_dmg
Potion of Storm Giant Strength,Potion,—,N,Legendary,DMG,https://5e.tools/items.html#potion%20of%20storm%20giant%20strength_dmg
Potion of Superior Healing,Potion,—,N,Rare,DMG,https://5e.tools/items.html#potion%20of%20superior%20healing_dmg
Potion of Supreme Healing,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20supreme%20healing_dmg
Potion of Thunder Resistance,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20thunder%20resistance_dmg
Potion of Vitality,Potion,—,N,Very Rare,DMG,https://5e.tools/items.html#potion%20of%20vitality_dmg
Potion of Watchful Rest,Potion,—,N,Common,WDMM,https://5e.tools/items.html#potion%20of%20watchful%20rest_wdmm
Potion of Water Breathing,Potion,—,N,Uncommon,DMG,https://5e.tools/items.html#potion%20of%20water%20breathing_dmg
Powered Armor,Heavy Armor,65 lb.,Y,Legendary,LLK,https://5e.tools/items.html#powered%20armor_llk
Pressure Capsule,Wondrous Item,—,N,Common,GoS,https://5e.tools/items.html#pressure%20capsule_gos
Professor Orb,Wondrous Item,5 lb.,N,Rare,WDMM,https://5e.tools/items.html#professor%20orb_wdmm
Professor Skant,Wondrous Item,—,N,Rare,IDRotF,https://5e.tools/items.html#professor%20skant_idrotf
Propeller Helm,Wondrous Item,—,Y,Uncommon,WDMM,https://5e.tools/items.html#propeller%20helm_wdmm
Prosthetic Limb,Wondrous Item,—,N,Common,TCE,https://5e.tools/items.html#prosthetic%20limb_tce
Protective Verses,Wondrous Item,3 lb.,Y,Rare,TCE,https://5e.tools/items.html#protective%20verses_tce
Psi Crystal,Wondrous Item,—,Y,Uncommon,IDRotF,https://5e.tools/items.html#psi%20crystal_idrotf
Psychic Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#psychic%20absorbing%20tattoo_tce
Pyroconverger,Wondrous Item,—,Y,Uncommon,GGR,https://5e.tools/items.html#pyroconverger_ggr
Pyxis of Pandemonium,Wondrous Item,—,N,Legendary,MOT,https://5e.tools/items.html#pyxis%20of%20pandemonium_mot
Quaal's Feather Token,Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token_dmg
"Quaal's Feather Token, Anchor",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20anchor_dmg
"Quaal's Feather Token, Bird",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20bird_dmg
"Quaal's Feather Token, Fan",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20fan_dmg
"Quaal's Feather Token, Swan Boat",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20swan%20boat_dmg
"Quaal's Feather Token, Tree",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20tree_dmg
"Quaal's Feather Token, Whip",Wondrous Item,—,N,Rare,DMG,https://5e.tools/items.html#quaal's%20feather%20token%2c%20whip_dmg
Quarterstaff Armblade,"Simple Weapon, Melee Weapon",4 lb.,Y,Common,ERLW,https://5e.tools/items.html#quarterstaff%20armblade_erlw
Quarterstaff of Certain Death,"Simple Weapon, Melee Weapon",4 lb.,N,Rare,EGW,https://5e.tools/items.html#quarterstaff%20of%20certain%20death_egw
Quarterstaff of Warning,"Simple Weapon, Melee Weapon",4 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#quarterstaff%20of%20warning_dmg
Quiver of Ehlonna,Wondrous Item,2 lb.,N,Uncommon,DMG,https://5e.tools/items.html#quiver%20of%20ehlonna_dmg
Radiant Absorbing Tattoo,"Wondrous Item, Tattoo",—,Y,Very Rare,TCE,https://5e.tools/items.html#radiant%20absorbing%20tattoo_tce
Rakdos Guild Signet,Ring,—,Y,Uncommon,GGR,https://5e.tools/items.html#rakdos%20guild%20signet_ggr
Rakdos Keyrune,Wondrous Item,—,Y,Uncommon,GGR,https://5e.tools/items.html#rakdos%20keyrune_ggr
Rakdos Riteknife,"Simple Weapon, Melee Weapon",1 lb.,Y,Legendary,GGR,https://5e.tools/items.html#rakdos%20riteknife_ggr
Rapier Armblade,"Martial Weapon, Melee Weapon",2 lb.,Y,Common,ERLW,https://5e.tools/items.html#rapier%20armblade_erlw
Rapier of Certain Death,"Martial Weapon, Melee Weapon",2 lb.,N,Rare,EGW,https://5e.tools/items.html#rapier%20of%20certain%20death_egw
Rapier of Life Stealing,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,DMG,https://5e.tools/items.html#rapier%20of%20life%20stealing_dmg
Rapier of the Medusa,"Martial Weapon, Melee Weapon",2 lb.,Y,Very Rare,LLK,https://5e.tools/items.html#rapier%20of%20the%20medusa_llk
Rapier of Vengeance,"Martial Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#rapier%20of%20vengeance_dmg
Rapier of Warning,"Martial Weapon, Melee Weapon",2 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#rapier%20of%20warning_dmg
Rapier of Wounding,"Martial Weapon, Melee Weapon",2 lb.,Y,Rare,DMG,https://5e.tools/items.html#rapier%20of%20wounding_dmg
Red Dragon Mask,Wondrous Item,—,Y,Legendary,RoTOS,https://5e.tools/items.html#red%20dragon%20mask_rotos
Red Dragon Scale Mail,Medium Armor,45 lb.,Y,Very Rare,DMG,https://5e.tools/items.html#red%20dragon%20scale%20mail_dmg
Reincarnation Dust,Wondrous Item,—,N,Very Rare,EGW,https://5e.tools/items.html#reincarnation%20dust_egw
Reszur,"Simple Weapon, Melee Weapon",1 lb.,N,Uncommon,PotA,https://5e.tools/items.html#reszur_pota
Reveler's Concertina,"Wondrous Item, Instrument",—,Y,Rare,TCE,https://5e.tools/items.html#reveler's%20concertina_tce
Revolver of Certain Death,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,N,Rare,EGW,https://5e.tools/items.html#revolver%20of%20certain%20death_egw
Revolver of Warning,"Firearm, Modern, Martial Weapon, Ranged Weapon",3 lb.,Y,Uncommon,DMG,https://5e.tools/items.html#revolver%20of%20warning_dmg
Ring Mail of Acid Resistance,Heavy Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#ring%20mail%20of%20acid%20resistance_dmg
Ring Mail of Cold Resistance,Heavy Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#ring%20mail%20of%20cold%20resistance_dmg
Ring Mail of Fire Resistance,Heavy Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#ring%20mail%20of%20fire%20resistance_dmg
Ring Mail of Force Resistance,Heavy Armor,40 lb.,Y,Rare,DMG,https://5e.tools/items.html#ring%20mail%20of%20force%20resistance_dmg
Ring Mail of Gleaming,Heavy Armor,40 lb.,N,Common,XGE,https://5e.tools/items.html#ring%20mail%20of%20gleaming_xge
